factor_name,category,expected_direction,direction_source,horizon,raw_mean_rank_ic,direction_adjusted_mean_rank_ic,t_stat,n_periods,n_symbols_avg,coverage,missing_rate,used_in_current_signal,status,notes
wq101_alpha5,wq101,conditional,factor_registry,4h,0.01883338,0.01883338,21.1817,17794,185.7,3304792,0.003215,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#5: rank(open-mean(vwap,10)) * -abs(rank(close-vwap)); VWAP derived from quote_volume/volume"
wq101_alpha5,wq101,conditional,factor_registry,24h,0.01082566,0.01082566,11.9659,17774,185.7,3304792,0.003215,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#5: rank(open-mean(vwap,10)) * -abs(rank(close-vwap)); VWAP derived from quote_volume/volume"
wq101_alpha5,wq101,conditional,factor_registry,72h,0.007528,0.007528,8.6144,17726,185.7,3304792,0.003215,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#5: rank(open-mean(vwap,10)) * -abs(rank(close-vwap)); VWAP derived from quote_volume/volume"
wq101_alpha7,wq101,conditional,factor_registry,1h,0.00080093,0.00080093,1.0071,17707,185.9,3306608,0.002668,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#7: if adv20 < volume then -ts_rank(abs(delta(close,7)),60)*sign(delta(close,7)) else -1"
wq101_alpha7,wq101,conditional,factor_registry,4h,-0.00023595,-0.00023595,-0.2957,17705,185.9,3306608,0.002668,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#7: if adv20 < volume then -ts_rank(abs(delta(close,7)),60)*sign(delta(close,7)) else -1"
wq101_alpha7,wq101,conditional,factor_registry,24h,0.00221838,0.00221838,2.8406,17685,185.9,3306608,0.002668,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#7: if adv20 < volume then -ts_rank(abs(delta(close,7)),60)*sign(delta(close,7)) else -1"
wq101_alpha7,wq101,conditional,factor_registry,72h,0.0011293,0.0011293,1.4855,17637,185.9,3306608,0.002668,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#7: if adv20 < volume then -ts_rank(abs(delta(close,7)),60)*sign(delta(close,7)) else -1"
wq101_alpha8,wq101,conditional,factor_registry,1h,0.01030839,0.01030839,11.8397,17791,186.2,3312224,0.000974,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#8: -rank(sum(open,5)*sum(returns,5)-delay(sum(open,5)*sum(returns,5),10)); panel rank semantics preserved"
wq101_alpha8,wq101,conditional,factor_registry,4h,0.00943298,0.00943298,10.5832,17789,186.2,3312224,0.000974,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#8: -rank(sum(open,5)*sum(returns,5)-delay(sum(open,5)*sum(returns,5),10)); panel rank semantics preserved"
wq101_alpha8,wq101,conditional,factor_registry,24h,0.00816503,0.00816503,9.0688,17769,186.2,3312224,0.000974,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#8: -rank(sum(open,5)*sum(returns,5)-delay(sum(open,5)*sum(returns,5),10)); panel rank semantics preserved"
wq101_alpha8,wq101,conditional,factor_registry,72h,0.00491777,0.00491777,5.5605,17721,186.2,3312224,0.000974,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#8: -rank(sum(open,5)*sum(returns,5)-delay(sum(open,5)*sum(returns,5),10)); panel rank semantics preserved"
wq101_alpha10,wq101,conditional,factor_registry,1h,0.01190215,0.01190215,14.3436,17801,186.2,3315183,8.1e-05,False,DIRECTION_UNKNOWN,WorldQuant 101 Alpha#10: rank(conditional signed close delta over rolling four-bar delta extrema)
wq101_alpha10,wq101,conditional,factor_registry,4h,0.01016395,0.01016395,12.051,17799,186.2,3315183,8.1e-05,False,DIRECTION_UNKNOWN,WorldQuant 101 Alpha#10: rank(conditional signed close delta over rolling four-bar delta extrema)
wq101_alpha10,wq101,conditional,factor_registry,24h,0.00329803,0.00329803,3.857,17779,186.2,3315183,8.1e-05,False,DIRECTION_UNKNOWN,WorldQuant 101 Alpha#10: rank(conditional signed close delta over rolling four-bar delta extrema)
wq101_alpha10,wq101,conditional,factor_registry,72h,0.00102107,0.00102107,1.2121,17731,186.2,3315183,8.1e-05,False,DIRECTION_UNKNOWN,WorldQuant 101 Alpha#10: rank(conditional signed close delta over rolling four-bar delta extrema)
wq101_alpha11,wq101,conditional,factor_registry,1h,0.0058834,0.0058834,6.569,17800,185.7,3306162,0.002802,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#11: (rank(ts_max(vwap-close,3))+rank(ts_min(vwap-close,3)))*rank(delta(volume,3))"
wq101_alpha11,wq101,conditional,factor_registry,4h,0.00359049,0.00359049,3.9705,17798,185.7,3306162,0.002802,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#11: (rank(ts_max(vwap-close,3))+rank(ts_min(vwap-close,3)))*rank(delta(volume,3))"
wq101_alpha11,wq101,conditional,factor_registry,24h,0.00709056,0.00709056,7.7217,17778,185.7,3306162,0.002802,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#11: (rank(ts_max(vwap-close,3))+rank(ts_min(vwap-close,3)))*rank(delta(volume,3))"
wq101_alpha11,wq101,conditional,factor_registry,72h,0.00587473,0.00587473,6.4598,17730,185.7,3306162,0.002802,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#11: (rank(ts_max(vwap-close,3))+rank(ts_min(vwap-close,3)))*rank(delta(volume,3))"
wq101_alpha13,wq101,conditional,factor_registry,1h,0.00951073,0.00951073,15.0386,17802,186.2,3315183,8.1e-05,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#13: -rank(covariance(rank(close), rank(volume), 5)); panel rank semantics preserved"
wq101_alpha13,wq101,conditional,factor_registry,4h,0.01309653,0.01309653,20.7586,17800,186.2,3315183,8.1e-05,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#13: -rank(covariance(rank(close), rank(volume), 5)); panel rank semantics preserved"
wq101_alpha13,wq101,conditional,factor_registry,24h,0.01724056,0.01724056,27.3836,17780,186.2,3315183,8.1e-05,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#13: -rank(covariance(rank(close), rank(volume), 5)); panel rank semantics preserved"
wq101_alpha13,wq101,conditional,factor_registry,72h,0.01391483,0.01391483,22.0709,17732,186.2,3315183,8.1e-05,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#13: -rank(covariance(rank(close), rank(volume), 5)); panel rank semantics preserved"
