factor_name,category,expected_direction,direction_source,horizon,raw_mean_rank_ic,direction_adjusted_mean_rank_ic,t_stat,n_periods,n_symbols_avg,coverage,missing_rate,used_in_current_signal,status,notes
wq101_alpha16,wq101,conditional,factor_registry,24h,0.02371484,0.02371484,36.0913,17780,186.2,3315183,0.000243,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#16: -rank(covariance(rank(high),rank(volume),5)); panel rank semantics preserved"
wq101_alpha16,wq101,conditional,factor_registry,72h,0.0209577,0.0209577,31.9854,17732,186.2,3315183,0.000243,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#16: -rank(covariance(rank(high),rank(volume),5)); panel rank semantics preserved"
wq101_alpha17,wq101,conditional,factor_registry,1h,0.02133886,0.02133886,24.2073,17783,185.6,3301205,0.004459,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#17: -rank(ts_rank(close,10))*rank(delta(delta(close,1),1))*rank(ts_rank(volume/adv20,5))"
wq101_alpha17,wq101,conditional,factor_registry,4h,0.01862864,0.01862864,21.1597,17781,185.6,3301205,0.004459,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#17: -rank(ts_rank(close,10))*rank(delta(delta(close,1),1))*rank(ts_rank(volume/adv20,5))"
wq101_alpha17,wq101,conditional,factor_registry,24h,0.00749069,0.00749069,8.5726,17761,185.6,3301205,0.004459,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#17: -rank(ts_rank(close,10))*rank(delta(delta(close,1),1))*rank(ts_rank(volume/adv20,5))"
wq101_alpha17,wq101,conditional,factor_registry,72h,0.00371281,0.00371281,4.3905,17713,185.6,3301205,0.004459,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#17: -rank(ts_rank(close,10))*rank(delta(delta(close,1),1))*rank(ts_rank(volume/adv20,5))"
wq101_alpha18,wq101,conditional,factor_registry,1h,-0.00073965,-0.00073965,-0.8571,17797,185.7,3304938,0.003333,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#18: -rank(stddev(abs(close-open),5)+(close-open)+correlation(close,open,10))"
wq101_alpha18,wq101,conditional,factor_registry,4h,-0.00371381,-0.00371381,-4.2325,17795,185.7,3304938,0.003333,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#18: -rank(stddev(abs(close-open),5)+(close-open)+correlation(close,open,10))"
wq101_alpha18,wq101,conditional,factor_registry,24h,-0.00855298,-0.00855298,-9.5134,17775,185.7,3304938,0.003333,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#18: -rank(stddev(abs(close-open),5)+(close-open)+correlation(close,open,10))"
wq101_alpha18,wq101,conditional,factor_registry,72h,-0.00616321,-0.00616321,-7.0843,17727,185.7,3304938,0.003333,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#18: -rank(stddev(abs(close-open),5)+(close-open)+correlation(close,open,10))"
wq101_alpha19,wq101,conditional,factor_registry,1h,0.01391674,0.01391674,13.647,17556,185.0,3249009,0.020199,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#19: -sign((close-delay(close,7))+delta(close,7))*(1+rank(1+sum(returns,250)))"
wq101_alpha19,wq101,conditional,factor_registry,4h,0.01692581,0.01692581,16.3469,17554,185.0,3249009,0.020199,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#19: -sign((close-delay(close,7))+delta(close,7))*(1+rank(1+sum(returns,250)))"
wq101_alpha19,wq101,conditional,factor_registry,24h,0.01310713,0.01310713,12.4394,17534,185.0,3249009,0.020199,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#19: -sign((close-delay(close,7))+delta(close,7))*(1+rank(1+sum(returns,250)))"
wq101_alpha19,wq101,conditional,factor_registry,72h,0.00994781,0.00994781,10.0657,17486,185.0,3249009,0.020199,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#19: -sign((close-delay(close,7))+delta(close,7))*(1+rank(1+sum(returns,250)))"
wq101_alpha20,wq101,conditional,factor_registry,1h,0.00601909,0.00601909,8.3662,17805,186.2,3315990,0.0,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#20: -rank(open-delay(high,1))*rank(open-delay(close,1))*rank(open-delay(low,1))"
wq101_alpha20,wq101,conditional,factor_registry,4h,0.00940555,0.00940555,12.9633,17803,186.2,3315990,0.0,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#20: -rank(open-delay(high,1))*rank(open-delay(close,1))*rank(open-delay(low,1))"
wq101_alpha20,wq101,conditional,factor_registry,24h,0.01334993,0.01334993,17.9465,17783,186.2,3315990,0.0,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#20: -rank(open-delay(high,1))*rank(open-delay(close,1))*rank(open-delay(low,1))"
wq101_alpha20,wq101,conditional,factor_registry,72h,0.01809815,0.01809815,24.1168,17735,186.2,3315990,0.0,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#20: -rank(open-delay(high,1))*rank(open-delay(close,1))*rank(open-delay(low,1))"
wq101_alpha22,wq101,conditional,factor_registry,1h,0.00304784,0.00304784,4.1127,17787,185.6,3302027,0.004211,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#22: -delta(correlation(high,volume,5),5)*rank(stddev(close,20))"
wq101_alpha22,wq101,conditional,factor_registry,4h,0.00310779,0.00310779,4.0915,17785,185.6,3302027,0.004211,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#22: -delta(correlation(high,volume,5),5)*rank(stddev(close,20))"
wq101_alpha22,wq101,conditional,factor_registry,24h,0.00424363,0.00424363,5.5016,17765,185.6,3302027,0.004211,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#22: -delta(correlation(high,volume,5),5)*rank(stddev(close,20))"
wq101_alpha22,wq101,conditional,factor_registry,72h,0.00224444,0.00224444,2.9722,17717,185.6,3302027,0.004211,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#22: -delta(correlation(high,volume,5),5)*rank(stddev(close,20))"
wq101_alpha26,wq101,conditional,factor_registry,1h,0.01394417,0.01394417,17.8618,17794,169.3,3013600,0.091191,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#26: -ts_max(correlation(ts_rank(volume,5),ts_rank(high,5),5),3)"
wq101_alpha26,wq101,conditional,factor_registry,4h,0.02080514,0.02080514,26.3401,17792,169.3,3013600,0.091191,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#26: -ts_max(correlation(ts_rank(volume,5),ts_rank(high,5),5),3)"
wq101_alpha26,wq101,conditional,factor_registry,24h,0.02642808,0.02642808,33.4253,17772,169.3,3013600,0.091191,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#26: -ts_max(correlation(ts_rank(volume,5),ts_rank(high,5),5),3)"
wq101_alpha26,wq101,conditional,factor_registry,72h,0.02073016,0.02073016,26.9612,17724,169.3,3013600,0.091191,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#26: -ts_max(correlation(ts_rank(volume,5),ts_rank(high,5),5),3)"
wq101_alpha27,wq101,conditional,factor_registry,1h,0.0109696,0.0109696,9.1974,17590,75.1,1336190,0.597046,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#27: rank(mean(correlation(rank(volume),rank(vwap),6),2)) > 0.5 ? -1 : 1"
wq101_alpha27,wq101,conditional,factor_registry,4h,0.01695312,0.01695312,14.3102,17588,75.1,1336190,0.597046,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#27: rank(mean(correlation(rank(volume),rank(vwap),6),2)) > 0.5 ? -1 : 1"
wq101_alpha27,wq101,conditional,factor_registry,24h,0.02407085,0.02407085,20.3113,17568,75.1,1336190,0.597046,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#27: rank(mean(correlation(rank(volume),rank(vwap),6),2)) > 0.5 ? -1 : 1"
wq101_alpha27,wq101,conditional,factor_registry,72h,0.01937815,0.01937815,16.244,17520,75.1,1336190,0.597046,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#27: rank(mean(correlation(rank(volume),rank(vwap),6),2)) > 0.5 ? -1 : 1"
