factor_name,category,expected_direction,direction_source,horizon,raw_mean_rank_ic,direction_adjusted_mean_rank_ic,t_stat,n_periods,n_symbols_avg,coverage,missing_rate,used_in_current_signal,status,notes
wq101_alpha83,wq101,conditional,factor_registry,24h,0.00375025,0.00375025,4.3678,17777,185.7,3305599,6.7e-05,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#83: rank(delay((high-low)/(sum(close,5)/5),2))*rank(rank(volume)) / (((high-low)/(sum(close,5)/5))/(vwap-close))"
wq101_alpha83,wq101,conditional,factor_registry,72h,-0.00021642,-0.00021642,-0.2577,17729,185.7,3305599,6.7e-05,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#83: rank(delay((high-low)/(sum(close,5)/5),2))*rank(rank(volume)) / (((high-low)/(sum(close,5)/5))/(vwap-close))"
wq101_alpha85,wq101,conditional,factor_registry,1h,0.00022227,0.00022227,0.2915,17768,185.1,3289574,0.004914,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#85: rank(correlation(high/close blend,adv30,10)) ^ rank(correlation(ts_rank(mid,4),ts_rank(volume,10),7))"
wq101_alpha85,wq101,conditional,factor_registry,4h,-4.761e-05,-4.761e-05,-0.0608,17766,185.1,3289574,0.004914,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#85: rank(correlation(high/close blend,adv30,10)) ^ rank(correlation(ts_rank(mid,4),ts_rank(volume,10),7))"
wq101_alpha85,wq101,conditional,factor_registry,24h,-0.00488367,-0.00488367,-6.0689,17746,185.1,3289574,0.004914,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#85: rank(correlation(high/close blend,adv30,10)) ^ rank(correlation(ts_rank(mid,4),ts_rank(volume,10),7))"
wq101_alpha85,wq101,conditional,factor_registry,72h,-0.00576867,-0.00576867,-7.5221,17698,185.1,3289574,0.004914,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#85: rank(correlation(high/close blend,adv30,10)) ^ rank(correlation(ts_rank(mid,4),ts_rank(volume,10),7))"
wq101_alpha86,wq101,conditional,factor_registry,1h,0.01161036,0.01161036,15.264,17748,185.4,3291192,0.004425,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#86: -1*(ts_rank(correlation(close,sum(adv20,15),6),20) < rank(close-vwap)); boolean panel formula"
wq101_alpha86,wq101,conditional,factor_registry,4h,0.00786476,0.00786476,10.1429,17746,185.4,3291192,0.004425,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#86: -1*(ts_rank(correlation(close,sum(adv20,15),6),20) < rank(close-vwap)); boolean panel formula"
wq101_alpha86,wq101,conditional,factor_registry,24h,0.00204194,0.00204194,2.6308,17726,185.4,3291192,0.004425,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#86: -1*(ts_rank(correlation(close,sum(adv20,15),6),20) < rank(close-vwap)); boolean panel formula"
wq101_alpha86,wq101,conditional,factor_registry,72h,0.00061213,0.00061213,0.8026,17678,185.4,3291192,0.004425,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#86: -1*(ts_rank(correlation(close,sum(adv20,15),6),20) < rank(close-vwap)); boolean panel formula"
wq101_alpha88,wq101,conditional,factor_registry,1h,0.01721831,0.01721831,18.5675,17683,122.0,2161019,0.346298,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#88: min(rank(decay_linear(rank(open)+rank(low)-rank(high)-rank(close),8)), ts_rank(decay_linear(correlation(ts_rank(close,8),ts_rank(adv60,21),8),7),3))"
wq101_alpha88,wq101,conditional,factor_registry,4h,0.02496153,0.02496153,26.652,17681,122.0,2161019,0.346298,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#88: min(rank(decay_linear(rank(open)+rank(low)-rank(high)-rank(close),8)), ts_rank(decay_linear(correlation(ts_rank(close,8),ts_rank(adv60,21),8),7),3))"
wq101_alpha88,wq101,conditional,factor_registry,24h,0.0329002,0.0329002,34.7231,17661,122.0,2161019,0.346298,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#88: min(rank(decay_linear(rank(open)+rank(low)-rank(high)-rank(close),8)), ts_rank(decay_linear(correlation(ts_rank(close,8),ts_rank(adv60,21),8),7),3))"
wq101_alpha88,wq101,conditional,factor_registry,72h,0.03298187,0.03298187,35.4308,17613,122.0,2161019,0.346298,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#88: min(rank(decay_linear(rank(open)+rank(low)-rank(high)-rank(close),8)), ts_rank(decay_linear(correlation(ts_rank(close,8),ts_rank(adv60,21),8),7),3))"
wq101_alpha92,wq101,conditional,factor_registry,1h,0.00639645,0.00639645,3.8206,12603,39.2,682006,0.793695,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#92: min(ts_rank(decay_linear(mid+close < low+open,15),19), ts_rank(decay_linear(correlation(rank(low),rank(adv30),8),7),7))"
wq101_alpha92,wq101,conditional,factor_registry,4h,0.00658558,0.00658558,3.9172,12600,39.2,682006,0.793695,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#92: min(ts_rank(decay_linear(mid+close < low+open,15),19), ts_rank(decay_linear(correlation(rank(low),rank(adv30),8),7),7))"
wq101_alpha92,wq101,conditional,factor_registry,24h,0.00419764,0.00419764,2.4612,12580,39.2,682006,0.793695,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#92: min(ts_rank(decay_linear(mid+close < low+open,15),19), ts_rank(decay_linear(correlation(rank(low),rank(adv30),8),7),7))"
wq101_alpha92,wq101,conditional,factor_registry,72h,0.00138663,0.00138663,0.8216,12532,39.2,682006,0.793695,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#92: min(ts_rank(decay_linear(mid+close < low+open,15),19), ts_rank(decay_linear(correlation(rank(low),rank(adv30),8),7),7))"
wq101_alpha94,wq101,conditional,factor_registry,1h,0.00298902,0.00298902,3.1705,17724,171.6,3042114,0.07977,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#94: -rank(vwap-ts_min(vwap,12)) ^ ts_rank(correlation(ts_rank(vwap,20),ts_rank(adv60,4),18),3)"
wq101_alpha94,wq101,conditional,factor_registry,4h,0.00485278,0.00485278,4.9734,17722,171.6,3042114,0.07977,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#94: -rank(vwap-ts_min(vwap,12)) ^ ts_rank(correlation(ts_rank(vwap,20),ts_rank(adv60,4),18),3)"
wq101_alpha94,wq101,conditional,factor_registry,24h,-0.00423356,-0.00423356,-4.2573,17702,171.6,3042114,0.07977,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#94: -rank(vwap-ts_min(vwap,12)) ^ ts_rank(correlation(ts_rank(vwap,20),ts_rank(adv60,4),18),3)"
wq101_alpha94,wq101,conditional,factor_registry,72h,-0.01445007,-0.01445007,-14.7829,17654,171.6,3042114,0.07977,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#94: -rank(vwap-ts_min(vwap,12)) ^ ts_rank(correlation(ts_rank(vwap,20),ts_rank(adv60,4),18),3)"
wq101_alpha95,wq101,conditional,factor_registry,1h,-5.722e-05,-5.722e-05,-0.0794,17726,185.4,3285911,0.006022,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#95: rank(open-ts_min(open,12)) < ts_rank(rank(correlation(sum(mid,19),sum(adv40,19),13))^5,12); boolean panel formula"
wq101_alpha95,wq101,conditional,factor_registry,4h,0.00025596,0.00025596,0.3469,17724,185.4,3285911,0.006022,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#95: rank(open-ts_min(open,12)) < ts_rank(rank(correlation(sum(mid,19),sum(adv40,19),13))^5,12); boolean panel formula"
wq101_alpha95,wq101,conditional,factor_registry,24h,-0.00472516,-0.00472516,-6.2285,17704,185.4,3285911,0.006022,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#95: rank(open-ts_min(open,12)) < ts_rank(rank(correlation(sum(mid,19),sum(adv40,19),13))^5,12); boolean panel formula"
wq101_alpha95,wq101,conditional,factor_registry,72h,-0.0107254,-0.0107254,-14.3364,17656,185.4,3285911,0.006022,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#95: rank(open-ts_min(open,12)) < ts_rank(rank(correlation(sum(mid,19),sum(adv40,19),13))^5,12); boolean panel formula"
wq101_alpha99,wq101,conditional,factor_registry,1h,0.0056149,0.0056149,7.7134,17720,185.3,3284213,0.006536,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#99: -1*(rank(correlation(sum(mid,20),sum(adv60,20),9)) < rank(correlation(low,volume,6))); boolean panel formula"
wq101_alpha99,wq101,conditional,factor_registry,4h,0.00700412,0.00700412,9.5239,17718,185.3,3284213,0.006536,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#99: -1*(rank(correlation(sum(mid,20),sum(adv60,20),9)) < rank(correlation(low,volume,6))); boolean panel formula"
wq101_alpha99,wq101,conditional,factor_registry,24h,0.0074119,0.0074119,10.0689,17698,185.3,3284213,0.006536,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#99: -1*(rank(correlation(sum(mid,20),sum(adv60,20),9)) < rank(correlation(low,volume,6))); boolean panel formula"
wq101_alpha99,wq101,conditional,factor_registry,72h,0.00249518,0.00249518,3.4746,17650,185.3,3284213,0.006536,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#99: -1*(rank(correlation(sum(mid,20),sum(adv60,20),9)) < rank(correlation(low,volume,6))); boolean panel formula"
