factor_i,factor_j,family_i,family_j,same_family,spearman_corr,abs_spearman_corr,pearson_corr,n_pairwise_obs,redundancy_level,recommendation,pair_type
wq101_alpha56,q158_max_20h,wq101,alpha158_rolling_price,False,0.100663,0.100663,0.046465,307540,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
wq101_alpha56,q158_rank_close_30h,wq101,alpha158_rolling,False,-0.099345,0.099345,-0.109672,307736,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
wq101_alpha56,vwap_dev_20h,wq101,alpha158_ohlcv,False,-0.089614,0.089614,-0.105209,307540,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
wq101_alpha56,q158_min_10h,wq101,alpha158_rolling_price,False,0.088473,0.088473,0.108668,307328,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
wq101_alpha56,q158_cntn_20h,wq101,alpha158_rolling,False,0.08507,0.08507,0.102344,290196,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
wq101_alpha56,amihud_illiquidity_20h,wq101,liquidity,False,-0.082414,0.082414,0.002055,290194,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
wq101_alpha56,q158_rsv_30h,wq101,alpha158_rolling,False,-0.081988,0.081988,-0.102201,307736,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
wq101_alpha56,q158_cntd_20h,wq101,alpha158_rolling_direction,False,-0.081739,0.081739,-0.104737,290196,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
wq101_alpha56,rev_10h,wq101,reversal,False,0.081739,0.081739,0.103199,290672,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
wq101_alpha56,mom_10h,wq101,momentum,False,-0.081739,0.081739,-0.103199,290672,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
wq101_alpha56,q158_max_30h,wq101,alpha158_rolling_price,False,0.081675,0.081675,0.040723,307736,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
wq101_alpha56,rsi_14h,wq101,technical,False,-0.078253,0.078253,-0.110071,307442,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
wq101_alpha56,q158_qtlu_30h,wq101,alpha158_rolling,False,0.075433,0.075433,0.057852,307736,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
wq101_alpha56,q158_cntp_20h,wq101,alpha158_rolling,False,-0.075157,0.075157,-0.102562,290196,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
wq101_alpha56,q158_ma_20h,wq101,alpha158_rolling_price,False,0.07475,0.07475,0.088141,307540,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
wq101_alpha56,q158_cntn_30h,wq101,alpha158_rolling_direction,False,0.070018,0.070018,0.08428,289720,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
wq101_alpha56,q158_volume_ratio_4h,wq101,alpha158_volume,False,0.066662,0.066662,0.045573,307134,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
wq101_alpha56,q158_cntd_30h,wq101,alpha158_rolling_direction,False,-0.065601,0.065601,-0.086807,289720,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
wq101_alpha56,q158_sumn_20h,wq101,alpha158_rolling_direction,False,0.060327,0.060327,0.093703,290196,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
wq101_alpha56,q158_sumd_20h,wq101,alpha158_rolling,False,-0.060326,0.060326,-0.093703,290196,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
wq101_alpha56,q158_sump_20h,wq101,alpha158_rolling_direction,False,-0.060324,0.060324,-0.093703,290196,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
wq101_alpha56,qvol_zscore_20h,wq101,quote_volume_liquidity,False,-0.060131,0.060131,-0.067768,307540,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
wq101_alpha56,vol_zscore_20h,wq101,volume_liquidity,False,-0.0594,0.0594,-0.064167,307540,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
wq101_alpha56,mom_vol_adjusted_20h,wq101,momentum,False,-0.059363,0.059363,-0.095756,290196,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
wq101_alpha56,q158_vma_20h,wq101,alpha158_rolling_volume,False,0.059349,0.059349,0.052119,307540,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
wq101_alpha56,q158_cntp_30h,wq101,alpha158_rolling_direction,False,-0.058199,0.058199,-0.084532,289720,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
wq101_alpha56,q158_qtld_20h,wq101,alpha158_rolling,False,0.055291,0.055291,0.091101,307540,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
wq101_alpha56,wq101_alpha64,wq101,wq101,True,0.054762,0.054762,0.055286,68797,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
wq101_alpha56,q158_ma_30h,wq101,alpha158_rolling_price,False,0.054724,0.054724,0.070556,307736,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
wq101_alpha56,q158_max_60h,wq101,alpha158_rolling_price,False,0.05459,0.05459,0.032068,308324,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
wq101_alpha56,volume_pressure_20h,wq101,volume_price,False,-0.053667,0.053667,-0.011999,290196,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
wq101_alpha56,mom_20h,wq101,momentum,False,-0.053337,0.053337,-0.074806,290196,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
wq101_alpha56,q158_roc_20h,wq101,alpha158_rolling_price,False,0.053337,0.053337,0.053252,290196,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
wq101_alpha56,q158_kup_open,wq101,alpha158_kbar,False,-0.052822,0.052822,-0.056575,291060,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
wq101_alpha56,q158_klow_range,wq101,alpha158_kbar,False,0.052591,0.052591,0.05256,291060,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
wq101_alpha56,candle_wick_lower,wq101,intraday_candle,False,0.052589,0.052589,0.052609,291060,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
wq101_alpha56,q158_min_20h,wq101,alpha158_rolling_price,False,0.052282,0.052282,0.076806,307540,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
wq101_alpha56,tech_macd,wq101,technical,False,-0.051839,0.051839,-0.009417,291060,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
wq101_alpha56,trend_efficiency_24h,wq101,trend_quality,False,-0.05139,0.05139,-0.071399,307638,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
wq101_alpha56,up_down_vol_ratio_20h,wq101,alpha158_ohlcv,False,-0.05077,0.05077,-0.074866,307540,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
wq101_alpha56,q158_vstd_20h,wq101,alpha158_rolling_volume,False,0.050582,0.050582,0.029991,307540,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
wq101_alpha56,clv_20h,wq101,alpha158_ohlc_range,False,-0.049609,0.049609,-0.060643,307540,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
wq101_alpha56,q158_std_5h,wq101,alpha158_rolling_price,False,-0.046627,0.046627,-0.015302,307134,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
wq101_alpha56,q158_qtld_30h,wq101,alpha158_rolling,False,0.045855,0.045855,0.069981,307736,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
wq101_alpha56,q158_sumd_30h,wq101,alpha158_rolling_direction,False,-0.04489,0.04489,-0.077588,289720,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
wq101_alpha56,wq101_alpha65,wq101,wq101,True,-0.044734,0.044734,-0.029993,69030,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
wq101_alpha56,wq101_alpha92,wq101,wq101,True,0.043926,0.043926,0.028186,354,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
wq101_alpha56,wq101_alpha24,wq101,wq101,True,0.041802,0.041802,0.011076,311068,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
wq101_alpha56,q158_vsump_20h,wq101,alpha158_rolling_volume,False,-0.041785,0.041785,-0.052879,290196,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
wq101_alpha56,q158_vsumn_20h,wq101,alpha158_rolling_volume,False,0.041785,0.041785,0.052879,290196,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
wq101_alpha56,q158_vsumd_20h,wq101,alpha158_rolling_volume,False,-0.041785,0.041785,-0.052879,290196,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
wq101_alpha56,q158_min_30h,wq101,alpha158_rolling_price,False,0.040347,0.040347,0.061773,307736,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
wq101_alpha56,downside_vol_20h,wq101,realized_skew_kurtosis,False,0.038447,0.038447,0.019112,290196,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
wq101_alpha56,q158_std_10h,wq101,alpha158_rolling_price,False,-0.038217,0.038217,-0.033706,307328,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
wq101_alpha56,q158_imax_20h,wq101,alpha158_rolling_position,False,0.037618,0.037618,0.044042,307540,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
wq101_alpha56,klow_close,wq101,alpha158_ohlcv,False,0.037462,0.037462,0.020572,291060,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
wq101_alpha56,mom_40h,wq101,momentum,False,-0.036776,0.036776,-0.058533,289244,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
wq101_alpha56,candle_wick_upper,wq101,intraday_candle,False,-0.034527,0.034527,-0.023526,291060,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
wq101_alpha56,q158_kup_range,wq101,alpha158_kbar,False,-0.034503,0.034503,-0.023445,291060,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
wq101_alpha56,q158_klow_open,wq101,alpha158_kbar,False,0.034055,0.034055,0.014325,291060,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
wq101_alpha56,ksft_5h,wq101,alpha158_ohlcv,False,0.032333,0.032333,0.0261,290866,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
wq101_alpha56,q158_klen_open,wq101,alpha158_kbar,False,-0.031681,0.031681,-0.054289,291060,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
wq101_alpha56,price_pos_120h,wq101,price_position,False,-0.031311,0.031311,-0.056283,309500,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
wq101_alpha56,q158_ma_60h,wq101,alpha158_rolling_price,False,0.030502,0.030502,0.048059,308324,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
wq101_alpha56,rev_24h,wq101,reversal,False,0.029438,0.029438,0.050245,307638,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
wq101_alpha56,range_1h,wq101,range_position,False,-0.027749,0.027749,-0.039267,291060,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
wq101_alpha56,q158_high_low_range,wq101,alpha158,False,-0.027749,0.027749,-0.039267,291060,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
wq101_alpha56,q158_rsqr_20h,wq101,alpha158_rolling_regression,False,-0.027043,0.027043,-0.039439,307540,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
wq101_alpha56,q158_imin_20h,wq101,alpha158_rolling_position,False,0.026332,0.026332,0.00391,307540,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
wq101_alpha56,q158_min_60h,wq101,alpha158_rolling_price,False,0.025411,0.025411,0.042381,308324,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
wq101_alpha56,q158_imax_30h,wq101,alpha158_rolling_position,False,0.02265,0.02265,0.031069,307736,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
wq101_alpha56,volatility_20h,wq101,volatility,False,0.022595,0.022595,-0.001443,290196,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
wq101_alpha56,xs_rank_vol,wq101,cross_sectional_normalized,False,0.021664,0.021664,0.003301,307540,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
wq101_alpha56,vol_5h,wq101,volatility,False,0.018721,0.018721,0.001673,290866,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
wq101_alpha56,vol_40h,wq101,volatility,False,0.018288,0.018288,-0.002213,289244,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
wq101_alpha56,wvma_20h,wq101,alpha158_ohlcv,False,0.017923,0.017923,-0.006932,290196,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
wq101_alpha56,tech_atr,wq101,technical,False,0.017085,0.017085,-0.006752,307442,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
wq101_alpha56,wq101_alpha2,wq101,wq101,True,0.017047,0.017047,,528532,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
wq101_alpha56,ma_gap_20_80,wq101,trend_ma,False,0.015536,0.015536,-0.001921,308716,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
wq101_alpha56,ma_gap_10_40,wq101,trend_ma,False,0.014302,0.014302,-0.00698,307932,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
wq101_alpha56,vol_ratio_20_80,wq101,volatility,False,0.014138,0.014138,0.003272,287340,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
wq101_alpha56,vol_of_vol_20h,wq101,realized_skew_kurtosis,False,0.013919,0.013919,0.002803,307638,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
wq101_alpha56,q158_std_20h,wq101,alpha158_rolling_price,False,-0.012676,0.012676,-0.01652,307540,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
wq101_alpha56,qvol_ma_ratio_5_20,wq101,quote_volume_liquidity,False,-0.012304,0.012304,-0.020601,307540,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
wq101_alpha56,q158_beta_30h,wq101,alpha158_rolling_regression,False,0.011743,0.011743,-0.005276,307736,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
wq101_alpha56,wq101_alpha21,wq101,wq101,True,0.011409,0.011409,0.022056,307540,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
wq101_alpha56,q158_corr_20h,wq101,alpha158_rolling_volume_price,False,0.01038,0.01038,-0.010933,307540,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
wq101_alpha56,a101_volume_low_alpha_min_84_120,wq101,alpha101_curated_volume_price_regression,False,-0.010209,0.010209,-0.001696,592548,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
wq101_alpha56,mom_120h,wq101,momentum,False,-0.010126,0.010126,-0.028362,285436,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
wq101_alpha56,wq101_alpha13,wq101,wq101,True,0.009513,0.009513,0.016712,598000,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
wq101_alpha56,qvol_ma_ratio_20_80,wq101,quote_volume_liquidity,False,0.008239,0.008239,-0.007154,308716,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
wq101_alpha56,realized_kurt_20h,wq101,realized_shape,False,0.007739,0.007739,-0.000623,290196,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
wq101_alpha56,realized_skew_20h,wq101,realized_shape,False,0.006902,0.006902,-0.010465,290196,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
wq101_alpha56,q158_beta_20h,wq101,alpha158_rolling_regression,False,0.006153,0.006153,-0.009535,307540,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
wq101_alpha56,wq101_alpha61,wq101,wq101,True,-0.005493,0.005493,0.013775,524070,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
wq101_alpha56,wq101_alpha11,wq101,wq101,True,0.004997,0.004997,0.021044,69238,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
wq101_alpha56,funding_rate_change_24h,wq101,funding_rate,False,-0.004894,0.004894,-0.002195,234051,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
wq101_alpha56,q158_std_60h,wq101,alpha158_rolling_price,False,0.00443,0.00443,0.006905,308324,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
wq101_alpha56,q158_imxd_20h,wq101,alpha158_rolling_position,False,0.00311,0.00311,0.023349,307540,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
wq101_alpha56,vol_ret_corr_20h,wq101,alpha158_ohlcv,False,-0.002684,0.002684,-0.024154,290196,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
wq101_alpha56,wq101_alpha72,wq101,wq101,True,-0.002472,0.002472,0.003867,511984,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
wq101_alpha56,ema_12_26_gap,wq101,technical_indicators,False,-0.00236,0.00236,-0.033121,291060,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
wq101_alpha56,funding_rate_zscore_80h,wq101,funding_rate,False,0.00191,0.00191,0.003065,106367,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
wq101_alpha56,q158_std_30h,wq101,alpha158_rolling_price,False,-0.001884,0.001884,-0.003835,307736,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
wq101_alpha56,ma_gap_5_20,wq101,trend_ma,False,0.001851,0.001851,-0.022374,307540,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
wq101_alpha56,price_volume_corr_20h,wq101,volume_price,False,0.001557,0.001557,-0.020045,290194,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
wq101_alpha56,vol_ratio_5_20,wq101,volatility,False,0.001511,0.001511,0.007805,290196,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
