factor_name,category,expected_direction,direction_source,horizon,raw_mean_rank_ic,direction_adjusted_mean_rank_ic,t_stat,n_periods,n_symbols_avg,coverage,missing_rate,used_in_current_signal,status,notes
wq101_alpha62,wq101,conditional,factor_registry,1h,0.00474408,0.00474408,6.3299,17756,185.5,3294032,0.005815,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#62: -1 boolean gate comparing VWAP/sum(adv20,22) correlation rank with OHLC rank condition"
wq101_alpha62,wq101,conditional,factor_registry,4h,0.00647054,0.00647054,8.3711,17754,185.5,3294032,0.005815,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#62: -1 boolean gate comparing VWAP/sum(adv20,22) correlation rank with OHLC rank condition"
wq101_alpha62,wq101,conditional,factor_registry,24h,0.00645515,0.00645515,8.4002,17734,185.5,3294032,0.005815,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#62: -1 boolean gate comparing VWAP/sum(adv20,22) correlation rank with OHLC rank condition"
wq101_alpha62,wq101,conditional,factor_registry,72h,0.00605969,0.00605969,8.2064,17686,185.5,3294032,0.005815,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#62: -1 boolean gate comparing VWAP/sum(adv20,22) correlation rank with OHLC rank condition"
wq101_alpha64,wq101,conditional,factor_registry,1h,0.00332117,0.00332117,4.3163,17657,185.0,3267552,0.013807,False,DIRECTION_UNKNOWN,WorldQuant 101 Alpha#64: -1 boolean gate comparing open-low/adv120 correlation rank with blended mid/VWAP delta rank
wq101_alpha64,wq101,conditional,factor_registry,4h,0.00295732,0.00295732,3.7846,17655,185.0,3267552,0.013807,False,DIRECTION_UNKNOWN,WorldQuant 101 Alpha#64: -1 boolean gate comparing open-low/adv120 correlation rank with blended mid/VWAP delta rank
wq101_alpha64,wq101,conditional,factor_registry,24h,-0.00228731,-0.00228731,-2.895,17635,185.0,3267552,0.013807,False,DIRECTION_UNKNOWN,WorldQuant 101 Alpha#64: -1 boolean gate comparing open-low/adv120 correlation rank with blended mid/VWAP delta rank
wq101_alpha64,wq101,conditional,factor_registry,72h,-0.00556147,-0.00556147,-7.1264,17587,185.0,3267552,0.013807,False,DIRECTION_UNKNOWN,WorldQuant 101 Alpha#64: -1 boolean gate comparing open-low/adv120 correlation rank with blended mid/VWAP delta rank
wq101_alpha66,wq101,conditional,factor_registry,1h,0.00835471,0.00835471,10.6052,17773,162.8,2893670,0.12665,False,DIRECTION_UNKNOWN,WorldQuant 101 Alpha#66: negative sum of decayed VWAP-delta rank and decayed intrabar-location ts-rank
wq101_alpha66,wq101,conditional,factor_registry,4h,0.01133343,0.01133343,14.378,17771,162.8,2893670,0.12665,False,DIRECTION_UNKNOWN,WorldQuant 101 Alpha#66: negative sum of decayed VWAP-delta rank and decayed intrabar-location ts-rank
wq101_alpha66,wq101,conditional,factor_registry,24h,0.00632249,0.00632249,7.7279,17751,162.8,2893670,0.12665,False,DIRECTION_UNKNOWN,WorldQuant 101 Alpha#66: negative sum of decayed VWAP-delta rank and decayed intrabar-location ts-rank
wq101_alpha66,wq101,conditional,factor_registry,72h,0.00287481,0.00287481,3.5613,17703,162.8,2893670,0.12665,False,DIRECTION_UNKNOWN,WorldQuant 101 Alpha#66: negative sum of decayed VWAP-delta rank and decayed intrabar-location ts-rank
wq101_alpha71,wq101,conditional,factor_registry,1h,0.0055669,0.0055669,6.8919,17562,147.7,2593611,0.217212,False,DIRECTION_UNKNOWN,WorldQuant 101 Alpha#71: max of decayed close/adv180 correlation ts-rank and decayed low-open/VWAP rank branch
wq101_alpha71,wq101,conditional,factor_registry,4h,0.00569254,0.00569254,6.9988,17560,147.7,2593611,0.217212,False,DIRECTION_UNKNOWN,WorldQuant 101 Alpha#71: max of decayed close/adv180 correlation ts-rank and decayed low-open/VWAP rank branch
wq101_alpha71,wq101,conditional,factor_registry,24h,0.00129283,0.00129283,1.578,17540,147.7,2593611,0.217212,False,DIRECTION_UNKNOWN,WorldQuant 101 Alpha#71: max of decayed close/adv180 correlation ts-rank and decayed low-open/VWAP rank branch
wq101_alpha71,wq101,conditional,factor_registry,72h,-0.00083889,-0.00083889,-1.0371,17492,147.7,2593611,0.217212,False,DIRECTION_UNKNOWN,WorldQuant 101 Alpha#71: max of decayed close/adv180 correlation ts-rank and decayed low-open/VWAP rank branch
wq101_alpha72,wq101,conditional,factor_registry,1h,0.00611856,0.00611856,8.3033,17749,180.1,3196289,0.035316,False,DIRECTION_UNKNOWN,WorldQuant 101 Alpha#72: ratio of decayed mid/adv40 correlation rank to decayed VWAP/volume ts-rank correlation rank
wq101_alpha72,wq101,conditional,factor_registry,4h,0.00815909,0.00815909,10.7952,17747,180.1,3196289,0.035316,False,DIRECTION_UNKNOWN,WorldQuant 101 Alpha#72: ratio of decayed mid/adv40 correlation rank to decayed VWAP/volume ts-rank correlation rank
wq101_alpha72,wq101,conditional,factor_registry,24h,0.00729364,0.00729364,9.6334,17727,180.1,3196289,0.035316,False,DIRECTION_UNKNOWN,WorldQuant 101 Alpha#72: ratio of decayed mid/adv40 correlation rank to decayed VWAP/volume ts-rank correlation rank
wq101_alpha72,wq101,conditional,factor_registry,72h,0.00746531,0.00746531,10.2001,17679,180.1,3196289,0.035316,False,DIRECTION_UNKNOWN,WorldQuant 101 Alpha#72: ratio of decayed mid/adv40 correlation rank to decayed VWAP/volume ts-rank correlation rank
