factor_i,factor_j,family_i,family_j,same_family,spearman_corr,abs_spearman_corr,pearson_corr,n_pairwise_obs,redundancy_level,recommendation,pair_type
a101_volume_low_alpha_min_84_120,vol_ret_corr_20h,alpha101_curated_volume_price_regression,alpha158_ohlcv,False,-0.074682,0.074682,-0.011371,321426,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
a101_volume_high_alpha_min_84_84,ma_gap_20_80,alpha101_curated_volume_price_regression,trend_ma,False,-0.063614,0.063614,-0.011794,319283,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
a101_volume_low_alpha_min_84_120,volume_pressure_20h,alpha101_curated_volume_price_regression,volume_price,False,0.058844,0.058844,-0.01427,321426,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
a101_vol_xs_z_product_112h,qvol_ma_ratio_20_80,alpha101_curated_volume_regime,quote_volume_liquidity,False,0.057062,0.057062,-0.006052,320239,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
a101_volume_high_alpha_min_84_84,price_pos_72h,alpha101_curated_volume_price_regression,price_position,False,0.056963,0.056963,0.012538,333186,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
a101_volume_xs_z_mean_neg_112h,funding_rate_level_20h,alpha101_curated_volume_crowding,funding_rate,False,0.055935,0.055935,0.008851,50509,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
a101_vol_xs_z_product_112h,funding_rate_level_20h,alpha101_curated_volume_regime,funding_rate,False,0.053434,0.053434,0.000532,50509,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
a101_volume_xs_z_mean_neg_112h,qvol_ma_ratio_20_80,alpha101_curated_volume_crowding,quote_volume_liquidity,False,0.051694,0.051694,0.004724,320239,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
a101_volume_high_alpha_min_84_84,qvol_ma_ratio_20_80,alpha101_curated_volume_price_regression,quote_volume_liquidity,False,0.048129,0.048129,0.00087,319283,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
a101_volume_high_alpha_min_84_84,taker_buy_ratio_20h,alpha101_curated_volume_price_regression,taker_imbalance,False,0.047192,0.047192,-0.010713,266847,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
a101_volume_low_alpha_min_84_120,mom_40h,alpha101_curated_volume_price_regression,momentum,False,-0.04514,0.04514,-0.016925,320586,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
a101_volume_low_alpha_min_84_120,amihud_illiquidity_20h,alpha101_curated_volume_price_regression,liquidity,False,-0.04363,0.04363,0.010501,321426,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
a101_volume_high_alpha_min_84_84,breakout_dist_20h,alpha101_curated_volume_price_regression,breakout,False,0.03859,0.03859,0.00531,321818,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
a101_volume_high_alpha_min_84_84,vwap_dev_20h,alpha101_curated_volume_price_regression,alpha158_ohlcv,False,0.036796,0.036796,0.004168,321818,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
a101_volume_xs_z_mean_neg_112h,qvol_zscore_20h,alpha101_curated_volume_crowding,quote_volume_liquidity,False,0.036671,0.036671,0.0015,323419,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
a101_volume_high_alpha_min_84_84,clv_20h,alpha101_curated_volume_price_regression,alpha158_ohlc_range,False,0.036112,0.036112,0.01786,321818,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
a101_volume_xs_z_mean_neg_112h,vol_zscore_20h,alpha101_curated_volume_crowding,volume_liquidity,False,0.035974,0.035974,0.001472,323419,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
a101_volume_xs_z_mean_neg_112h,price_pos_72h,alpha101_curated_volume_crowding,price_position,False,0.035276,0.035276,0.009049,337763,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
a101_vol_xs_z_product_112h,qvol_zscore_20h,alpha101_curated_volume_regime,quote_volume_liquidity,False,0.031963,0.031963,-0.003283,323419,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
a101_vol_xs_z_product_112h,vol_zscore_20h,alpha101_curated_volume_regime,volume_liquidity,False,0.031499,0.031499,-0.003219,323419,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
a101_volume_low_alpha_min_84_120,breakout_dist_20h,alpha101_curated_volume_price_regression,breakout,False,0.030837,0.030837,0.003833,329372,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
a101_volume_low_alpha_min_84_120,ema_12_26_gap,alpha101_curated_volume_price_regression,technical_indicators,False,-0.029443,0.029443,-0.01357,322264,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
a101_vol_xs_z_product_112h,qvol_ma_ratio_5_20,alpha101_curated_volume_regime,quote_volume_liquidity,False,0.029068,0.029068,-0.001182,323419,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
a101_volume_low_alpha_min_84_120,vwap_dev_20h,alpha101_curated_volume_price_regression,alpha158_ohlcv,False,0.029002,0.029002,0.006775,329333,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
a101_volume_xs_z_mean_neg_112h,vwap_dev_20h,alpha101_curated_volume_crowding,alpha158_ohlcv,False,0.028883,0.028883,0.001052,323419,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
a101_volume_low_alpha_min_84_120,ma_gap_10_40,alpha101_curated_volume_price_regression,trend_ma,False,-0.028653,0.028653,-0.005359,330212,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
a101_volume_xs_z_mean_neg_112h,qvol_ma_ratio_5_20,alpha101_curated_volume_crowding,quote_volume_liquidity,False,0.027852,0.027852,0.003084,323419,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
a101_volume_high_alpha_min_84_84,qvol_ma_ratio_5_20,alpha101_curated_volume_price_regression,quote_volume_liquidity,False,0.026935,0.026935,0.00254,321818,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
a101_volume_low_alpha_min_84_120,tech_macd,alpha101_curated_volume_price_regression,technical,False,0.026754,0.026754,2.2e-05,322264,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
a101_vol_xs_z_product_112h,vwap_dev_20h,alpha101_curated_volume_regime,alpha158_ohlcv,False,0.026707,0.026707,-0.002562,323419,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
a101_vol_xs_z_product_112h,price_pos_72h,alpha101_curated_volume_regime,price_position,False,0.026497,0.026497,-0.001642,337763,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
a101_volume_low_alpha_min_84_120,funding_rate_level_20h,alpha101_curated_volume_price_regression,funding_rate,False,0.025853,0.025853,0.015095,258724,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
a101_vol_xs_z_product_112h,funding_rate_zscore_80h,alpha101_curated_volume_regime,funding_rate,False,-0.024734,0.024734,0.004307,15825,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
a101_vol_xs_z_product_112h,taker_buy_ratio_20h,alpha101_curated_volume_regime,taker_imbalance,False,0.022893,0.022893,0.002764,268389,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
a101_volume_low_alpha_min_84_120,clv_20h,alpha101_curated_volume_price_regression,alpha158_ohlc_range,False,0.020796,0.020796,0.00145,329372,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
a101_volume_low_alpha_min_84_120,rev_24h,alpha101_curated_volume_price_regression,reversal,False,0.02077,0.02077,0.005141,329582,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
a101_volume_high_alpha_min_84_84,ma_gap_10_40,alpha101_curated_volume_price_regression,trend_ma,False,-0.01952,0.01952,-0.006588,320978,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
a101_volume_low_alpha_min_84_120,realized_skew_20h,alpha101_curated_volume_price_regression,realized_shape,False,-0.0191,0.0191,-0.005681,321426,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
a101_volume_xs_z_mean_neg_112h,wq101_alpha12,alpha101_curated_volume_crowding,wq101,False,0.017783,0.017783,0.000512,336321,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
a101_volume_low_alpha_min_84_120,candle_wick_lower,alpha101_curated_volume_price_regression,intraday_candle,False,0.017675,0.017675,0.004624,322264,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
a101_vol_xs_z_product_112h,funding_rate_change_24h,alpha101_curated_volume_regime,funding_rate,False,-0.017368,0.017368,-3e-06,50605,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
a101_vol_xs_z_product_112h,wq101_alpha12,alpha101_curated_volume_regime,wq101,False,0.017194,0.017194,-2.7e-05,336321,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
a101_volume_low_alpha_min_84_120,candle_wick_upper,alpha101_curated_volume_price_regression,intraday_candle,False,-0.017114,0.017114,-0.001025,322264,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
a101_volume_high_alpha_min_84_84,xs_rank_ret_1h,alpha101_curated_volume_price_regression,cross_sectional_normalized,False,0.016855,0.016855,0.002104,330233,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
a101_volume_xs_z_mean_neg_112h,ma_gap_5_20,alpha101_curated_volume_crowding,trend_ma,False,0.016834,0.016834,0.000419,323878,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
a101_volume_xs_z_mean_neg_112h,funding_rate_zscore_80h,alpha101_curated_volume_crowding,funding_rate,False,-0.016708,0.016708,-0.008492,15825,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
a101_volume_xs_z_mean_neg_112h,funding_rate_change_24h,alpha101_curated_volume_crowding,funding_rate,False,-0.016247,0.016247,-0.005988,50605,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
a101_volume_high_alpha_min_84_84,funding_rate_change_24h,alpha101_curated_volume_price_regression,funding_rate,False,0.016022,0.016022,0.000656,49269,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
a101_volume_high_alpha_min_84_84,wq101_alpha53,alpha101_curated_volume_price_regression,wq101,False,0.015354,0.015354,7e-05,322238,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
a101_volume_xs_z_mean_neg_112h,price_pos_120h,alpha101_curated_volume_crowding,price_position,False,-0.015221,0.015221,0.000332,318558,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
a101_volume_low_alpha_min_84_120,realized_kurt_20h,alpha101_curated_volume_price_regression,realized_shape,False,-0.015038,0.015038,-0.004032,321426,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
a101_vol_xs_z_product_112h,price_pos_120h,alpha101_curated_volume_regime,price_position,False,-0.014915,0.014915,0.002198,318558,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
a101_volume_high_alpha_min_84_84,rev_24h,alpha101_curated_volume_price_regression,reversal,False,0.014596,0.014596,0.005402,321608,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
a101_volume_high_alpha_min_84_84,price_pos_120h,alpha101_curated_volume_price_regression,price_position,False,0.014331,0.014331,0.0068,317587,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
a101_vol_xs_z_product_112h,clv_20h,alpha101_curated_volume_regime,alpha158_ohlc_range,False,0.014181,0.014181,-0.001107,323878,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
a101_vol_xs_z_product_112h,ma_gap_20_80,alpha101_curated_volume_regime,trend_ma,False,-0.014175,0.014175,0.00079,320686,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
a101_volume_xs_z_mean_neg_112h,clv_20h,alpha101_curated_volume_crowding,alpha158_ohlc_range,False,0.014008,0.014008,0.018079,323878,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
a101_volume_low_alpha_min_84_120,vol_ratio_20_80,alpha101_curated_volume_price_regression,volatility,False,0.013719,0.013719,0.005245,318905,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
a101_volume_low_alpha_min_84_120,qvol_ma_ratio_5_20,alpha101_curated_volume_price_regression,quote_volume_liquidity,False,0.013357,0.013357,-0.000227,329333,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
a101_volume_low_alpha_min_84_120,trend_efficiency_24h,alpha101_curated_volume_price_regression,trend_quality,False,-0.012672,0.012672,-0.009316,329546,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
a101_volume_xs_z_mean_neg_112h,rev_24h,alpha101_curated_volume_crowding,reversal,False,-0.012478,0.012478,0.001314,323612,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
a101_volume_low_alpha_min_84_120,rsi_14h,alpha101_curated_volume_price_regression,technical,False,-0.012319,0.012319,-0.003637,329162,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
a101_volume_high_alpha_min_84_84,qvol_zscore_20h,alpha101_curated_volume_price_regression,quote_volume_liquidity,False,0.012121,0.012121,0.002001,321818,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
a101_volume_high_alpha_min_84_84,vol_zscore_20h,alpha101_curated_volume_price_regression,volume_liquidity,False,0.012075,0.012075,0.002002,321818,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
a101_vol_xs_z_product_112h,trend_efficiency_24h,alpha101_curated_volume_regime,trend_quality,False,-0.011921,0.011921,-0.000379,323154,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
a101_vol_xs_z_product_112h,breakout_dist_20h,alpha101_curated_volume_regime,breakout,False,0.011885,0.011885,-0.00304,323878,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
a101_volume_xs_z_mean_neg_112h,breakout_dist_20h,alpha101_curated_volume_crowding,breakout,False,0.011449,0.011449,0.001107,323878,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
a101_volume_xs_z_mean_neg_112h,ma_gap_10_40,alpha101_curated_volume_crowding,trend_ma,False,0.01139,0.01139,-0.001903,322814,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
a101_volume_xs_z_mean_neg_112h,wq101_alpha53,alpha101_curated_volume_crowding,wq101,False,0.011042,0.011042,0.000113,324410,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
a101_volume_low_alpha_min_84_120,mom_20h,alpha101_curated_volume_price_regression,momentum,False,-0.01074,0.01074,-0.010327,321426,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
a101_vol_xs_z_product_112h,up_down_vol_ratio_20h,alpha101_curated_volume_regime,alpha158_ohlcv,False,-0.010352,0.010352,-0.000346,323419,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
a101_volume_high_alpha_min_84_84,rev_1h,alpha101_curated_volume_price_regression,reversal,False,-0.010299,0.010299,-0.001511,330233,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
a101_volume_low_alpha_min_84_120,vol_ratio_5_20,alpha101_curated_volume_price_regression,volatility,False,0.010258,0.010258,0.002974,321426,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
a101_volume_low_alpha_min_84_120,mom_5h,alpha101_curated_volume_price_regression,momentum,False,0.009895,0.009895,-0.003362,322055,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
a101_volume_low_alpha_min_84_120,reversal_5h,alpha101_curated_volume_price_regression,momentum,False,-0.009895,0.009895,0.003362,322055,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
a101_volume_low_alpha_min_84_120,up_down_vol_ratio_20h,alpha101_curated_volume_price_regression,alpha158_ohlcv,False,-0.009728,0.009728,-0.000701,329333,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
a101_volume_high_alpha_min_84_84,rsi_14h,alpha101_curated_volume_price_regression,technical,False,-0.009602,0.009602,-0.0,322028,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
a101_volume_high_alpha_min_84_84,wq101_alpha12,alpha101_curated_volume_price_regression,wq101,False,0.009337,0.009337,0.000261,330233,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
a101_volume_xs_z_mean_neg_112h,trend_efficiency_24h,alpha101_curated_volume_crowding,trend_quality,False,-0.009299,0.009299,0.003082,323154,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
a101_vol_xs_z_product_112h,ma_gap_5_20,alpha101_curated_volume_regime,trend_ma,False,0.008844,0.008844,-0.002981,323878,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
a101_volume_xs_z_mean_neg_112h,xs_rank_ret_1h,alpha101_curated_volume_crowding,cross_sectional_normalized,False,0.008706,0.008706,0.004979,336321,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
a101_volume_low_alpha_min_84_120,qvol_ma_ratio_20_80,alpha101_curated_volume_price_regression,quote_volume_liquidity,False,0.008426,0.008426,-0.012474,331890,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
a101_vol_xs_z_product_112h,rev_1h,alpha101_curated_volume_regime,reversal,False,0.008057,0.008057,-0.000586,336321,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
a101_volume_low_alpha_min_84_120,mom_accel_20h,alpha101_curated_volume_price_regression,momentum,False,0.007955,0.007955,0.002866,321216,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
a101_volume_xs_z_mean_neg_112h,taker_buy_zscore_20h,alpha101_curated_volume_crowding,taker_imbalance,False,-0.00794,0.00794,-0.000316,268389,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
a101_volume_low_alpha_min_84_120,qvol_zscore_20h,alpha101_curated_volume_price_regression,quote_volume_liquidity,False,0.007814,0.007814,0.002213,329333,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
a101_vol_xs_z_product_112h,taker_buy_zscore_20h,alpha101_curated_volume_regime,taker_imbalance,False,-0.007778,0.007778,0.001061,268389,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
a101_volume_low_alpha_min_84_120,intraday_ret,alpha101_curated_volume_price_regression,alpha158_ohlcv,False,0.007744,0.007744,-0.000328,322264,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
a101_volume_low_alpha_min_84_120,vol_zscore_20h,alpha101_curated_volume_price_regression,volume_liquidity,False,0.007685,0.007685,0.002144,329333,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
a101_volume_low_alpha_min_84_120,candle_body,alpha101_curated_volume_price_regression,intraday_candle,False,0.007629,0.007629,0.001065,322264,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
a101_volume_low_alpha_min_84_120,funding_rate_zscore_80h,alpha101_curated_volume_price_regression,funding_rate,False,0.007204,0.007204,0.003516,111890,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
a101_volume_low_alpha_min_84_120,ma_gap_5_20,alpha101_curated_volume_price_regression,trend_ma,False,-0.006764,0.006764,-0.001605,329372,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
a101_vol_xs_z_product_112h,wq101_alpha53,alpha101_curated_volume_regime,wq101,False,0.006759,0.006759,-4e-06,324410,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
a101_volume_xs_z_mean_neg_112h,up_down_vol_ratio_20h,alpha101_curated_volume_crowding,alpha158_ohlcv,False,0.006614,0.006614,0.035192,323419,LOW_REDUNDANCY,Low redundancy. Independent signal sources.,intake_vs_baseline
