factor_name,category,expected_direction,horizon,raw_mean_rank_ic,direction_adjusted_mean_rank_ic,raw_rank_ic_std,direction_adjusted_rank_ic_std,raw_icir,direction_adjusted_icir,icir,t_stat,ic_win_rate_raw,ic_win_rate_adjusted,n_periods,n_symbols_avg,coverage,missing_rate,used_in_current_signal,status,formula_proxy,required_columns,lookback_window,notes,top_bucket_mean_return,bottom_bucket_mean_return,long_short_spread_mean,long_short_spread_t_stat,long_short_win_rate,long_short_spread_std,long_short_spread_annualized_return,long_short_spread_annualized_vol,long_short_spread_max_drawdown,long_short_spread_positive_period_rate,n_monthly_periods,annualization_method
wq101_alpha3,wq101,conditional,24h,0.01016261,0.01016261,0.09217001,0.09217001,0.110259,0.110259,0.110259,14.7001,0.555,0.555,17775,147.5,2625671,0.20805,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#3: -correlation(rank(open), rank(volume), 10); panel rank semantics preserved",open|volume,10,"WorldQuant 101 Alpha#3: -correlation(rank(open), rank(volume), 10); panel rank semantics preserved",-0.00024581,-0.00025077,4.96e-06,0.0381,0.5068,0.00120279,0.00054656,0.00416658,-0.00580208,0.56,25,per_bar_mean_x_bars_per_year
wq101_alpha3,wq101,conditional,72h,0.00987677,0.00987677,0.09173538,0.09173538,0.107666,0.107666,0.107666,14.3349,0.5521,0.5521,17727,147.5,2625671,0.20805,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#3: -correlation(rank(open), rank(volume), 10); panel rank semantics preserved",open|volume,10,"WorldQuant 101 Alpha#3: -correlation(rank(open), rank(volume), 10); panel rank semantics preserved",-0.00089845,-0.00047599,-0.00042246,-1.6572,0.5044,0.00323738,-0.01492241,0.01121463,-0.01851826,0.52,25,per_bar_mean_x_bars_per_year
wq101_alpha4,wq101,conditional,1h,0.00887912,0.00887912,0.09726695,0.09726695,0.091286,0.091286,0.091286,12.1784,0.5379,0.5379,17798,186.2,3314107,0.000406,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#4: -ts_rank(rank(low), 9); rank is cross-sectional, ts_rank is per symbol",low,9,"WorldQuant 101 Alpha#4: -ts_rank(rank(low), 9); rank is cross-sectional, ts_rank is per symbol",-2.703e-05,3.637e-05,-6.34e-05,-2.1419,0.4971,0.00012708,-0.57376571,0.00044021,-0.00164352,0.32,25,per_bar_mean_x_bars_per_year
wq101_alpha4,wq101,conditional,4h,0.01106855,0.01106855,0.09758716,0.09758716,0.113422,0.113422,0.113422,15.1307,0.5474,0.5474,17796,186.2,3314107,0.000406,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#4: -ts_rank(rank(low), 9); rank is cross-sectional, ts_rank is per symbol",low,9,"WorldQuant 101 Alpha#4: -ts_rank(rank(low), 9); rank is cross-sectional, ts_rank is per symbol",-0.00011137,0.00014079,-0.00025216,-4.259,0.4956,0.00040744,-0.57690994,0.0014114,-0.00674565,0.24,25,per_bar_mean_x_bars_per_year
wq101_alpha4,wq101,conditional,24h,0.01027132,0.01027132,0.09820317,0.09820317,0.104593,0.104593,0.104593,13.945,0.5457,0.5457,17776,186.2,3314107,0.000406,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#4: -ts_rank(rank(low), 9); rank is cross-sectional, ts_rank is per symbol",low,9,"WorldQuant 101 Alpha#4: -ts_rank(rank(low), 9); rank is cross-sectional, ts_rank is per symbol",-0.00054541,0.00049047,-0.00103588,-6.9866,0.4892,0.0021115,-0.43347122,0.00731446,-0.03030032,0.24,25,per_bar_mean_x_bars_per_year
wq101_alpha4,wq101,conditional,72h,0.00558343,0.00558343,0.09568375,0.09568375,0.058353,0.058353,0.058353,7.7695,0.5253,0.5253,17728,186.2,3314107,0.000406,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#4: -ts_rank(rank(low), 9); rank is cross-sectional, ts_rank is per symbol",low,9,"WorldQuant 101 Alpha#4: -ts_rank(rank(low), 9); rank is cross-sectional, ts_rank is per symbol",-0.00096666,0.00115765,-0.00212431,-7.132,0.4923,0.00529828,-0.26371937,0.01835378,-0.05885752,0.36,25,per_bar_mean_x_bars_per_year
wq101_alpha5,wq101,conditional,1h,0.02051444,0.02051444,0.11778203,0.11778203,0.174173,0.174173,0.174173,23.235,0.5773,0.5773,17796,185.7,3304792,0.003215,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#5: rank(open-mean(vwap,10)) * -abs(rank(close-vwap)); VWAP derived from quote_volume/volume",open|close|volume|quote_volume,10,"WorldQuant 101 Alpha#5: rank(open-mean(vwap,10)) * -abs(rank(close-vwap)); VWAP derived from quote_volume/volume",3.905e-05,-4.992e-05,8.898e-05,2.8934,0.5188,0.00020349,0.84660223,0.00070491,-0.00054023,0.76,25,per_bar_mean_x_bars_per_year
wq101_alpha5,wq101,conditional,4h,0.01883338,0.01883338,0.11860538,0.11860538,0.15879,0.15879,0.15879,21.1817,0.5691,0.5691,17794,185.7,3304792,0.003215,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#5: rank(open-mean(vwap,10)) * -abs(rank(close-vwap)); VWAP derived from quote_volume/volume",open|close|volume|quote_volume,10,"WorldQuant 101 Alpha#5: rank(open-mean(vwap,10)) * -abs(rank(close-vwap)); VWAP derived from quote_volume/volume",3.356e-05,-2.733e-05,6.089e-05,1.0006,0.5116,0.00052405,0.12836751,0.00181536,-0.00204511,0.6,25,per_bar_mean_x_bars_per_year
wq101_alpha5,wq101,conditional,24h,0.01082566,0.01082566,0.12061544,0.12061544,0.089754,0.089754,0.089754,11.9659,0.5414,0.5414,17774,185.7,3304792,0.003215,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#5: rank(open-mean(vwap,10)) * -abs(rank(close-vwap)); VWAP derived from quote_volume/volume",open|close|volume|quote_volume,10,"WorldQuant 101 Alpha#5: rank(open-mean(vwap,10)) * -abs(rank(close-vwap)); VWAP derived from quote_volume/volume",-3.955e-05,0.00020601,-0.00024555,-1.5396,0.5067,0.00226472,-0.1504433,0.00784523,-0.01523529,0.56,25,per_bar_mean_x_bars_per_year
wq101_alpha5,wq101,conditional,72h,0.007528,0.007528,0.11634795,0.11634795,0.064702,0.064702,0.064702,8.6144,0.5245,0.5245,17726,185.7,3304792,0.003215,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#5: rank(open-mean(vwap,10)) * -abs(rank(close-vwap)); VWAP derived from quote_volume/volume",open|close|volume|quote_volume,10,"WorldQuant 101 Alpha#5: rank(open-mean(vwap,10)) * -abs(rank(close-vwap)); VWAP derived from quote_volume/volume",0.0002216,0.00038125,-0.00015965,-0.5345,0.5115,0.0048135,-0.02415348,0.01667446,-0.01637651,0.52,25,per_bar_mean_x_bars_per_year
wq101_alpha7,wq101,conditional,1h,0.00080093,0.00080093,0.1058267,0.1058267,0.007568,0.007568,0.007568,1.0071,0.4977,0.4977,17707,185.9,3306608,0.002668,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#7: if adv20 < volume then -ts_rank(abs(delta(close,7)),60)*sign(delta(close,7)) else -1",close|volume,67,"WorldQuant 101 Alpha#7: if adv20 < volume then -ts_rank(abs(delta(close,7)),60)*sign(delta(close,7)) else -1",1.6e-06,-2.579e-05,2.738e-05,1.0102,0.5016,0.00015866,0.25519811,0.0005496,-0.00055981,0.52,25,per_bar_mean_x_bars_per_year
wq101_alpha7,wq101,conditional,4h,-0.00023595,-0.00023595,0.10615879,0.10615879,-0.002223,-0.002223,-0.002223,-0.2957,0.4908,0.4908,17705,185.9,3306608,0.002668,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#7: if adv20 < volume then -ts_rank(abs(delta(close,7)),60)*sign(delta(close,7)) else -1",close|volume,67,"WorldQuant 101 Alpha#7: if adv20 < volume then -ts_rank(abs(delta(close,7)),60)*sign(delta(close,7)) else -1",-8.241e-05,-5.401e-05,-2.84e-05,-0.5332,0.4994,0.00041953,-0.03584812,0.0014533,-0.0026874,0.4,25,per_bar_mean_x_bars_per_year
wq101_alpha7,wq101,conditional,24h,0.00221838,0.00221838,0.10385494,0.10385494,0.02136,0.02136,0.02136,2.8406,0.5058,0.5058,17685,185.9,3306608,0.002668,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#7: if adv20 < volume then -ts_rank(abs(delta(close,7)),60)*sign(delta(close,7)) else -1",close|volume,67,"WorldQuant 101 Alpha#7: if adv20 < volume then -ts_rank(abs(delta(close,7)),60)*sign(delta(close,7)) else -1",-0.00046388,-0.00047685,1.297e-05,0.0967,0.5057,0.00196519,0.0098043,0.00680763,-0.00973974,0.52,25,per_bar_mean_x_bars_per_year
wq101_alpha7,wq101,conditional,72h,0.0011293,0.0011293,0.10096052,0.10096052,0.011186,0.011186,0.011186,1.4855,0.5012,0.5012,17637,185.9,3306608,0.002668,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#7: if adv20 < volume then -ts_rank(abs(delta(close,7)),60)*sign(delta(close,7)) else -1",close|volume,67,"WorldQuant 101 Alpha#7: if adv20 < volume then -ts_rank(abs(delta(close,7)),60)*sign(delta(close,7)) else -1",-0.00113057,-0.00066764,-0.00046293,-1.6469,0.5136,0.00525285,-0.06047691,0.0181964,-0.02879177,0.48,25,per_bar_mean_x_bars_per_year
wq101_alpha8,wq101,conditional,1h,0.01030839,0.01030839,0.11613182,0.11613182,0.088765,0.088765,0.088765,11.8397,0.5397,0.5397,17791,186.2,3312224,0.000974,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#8: -rank(sum(open,5)*sum(returns,5)-delay(sum(open,5)*sum(returns,5),10)); panel rank semantics preserved",open|close,15,"WorldQuant 101 Alpha#8: -rank(sum(open,5)*sum(returns,5)-delay(sum(open,5)*sum(returns,5),10)); panel rank semantics preserved",1.316e-05,-5.63e-06,1.879e-05,0.6227,0.504,0.00017848,0.21085414,0.00061827,-0.00065271,0.44,25,per_bar_mean_x_bars_per_year
wq101_alpha8,wq101,conditional,4h,0.00943298,0.00943298,0.11887926,0.11887926,0.079349,0.079349,0.079349,10.5832,0.537,0.537,17789,186.2,3312224,0.000974,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#8: -rank(sum(open,5)*sum(returns,5)-delay(sum(open,5)*sum(returns,5),10)); panel rank semantics preserved",open|close,15,"WorldQuant 101 Alpha#8: -rank(sum(open,5)*sum(returns,5)-delay(sum(open,5)*sum(returns,5),10)); panel rank semantics preserved",-7.423e-05,9.126e-05,-0.00016549,-2.7393,0.4977,0.00059587,-0.30809629,0.00206416,-0.00502507,0.36,25,per_bar_mean_x_bars_per_year
wq101_alpha8,wq101,conditional,24h,0.00816503,0.00816503,0.12001633,0.12001633,0.068033,0.068033,0.068033,9.0688,0.5322,0.5322,17769,186.2,3312224,0.000974,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#8: -rank(sum(open,5)*sum(returns,5)-delay(sum(open,5)*sum(returns,5),10)); panel rank semantics preserved",open|close,15,"WorldQuant 101 Alpha#8: -rank(sum(open,5)*sum(returns,5)-delay(sum(open,5)*sum(returns,5),10)); panel rank semantics preserved",-2.595e-05,0.00034349,-0.00036944,-2.3276,0.4978,0.00115664,-0.14216892,0.00400673,-0.01202537,0.36,25,per_bar_mean_x_bars_per_year
wq101_alpha8,wq101,conditional,72h,0.00491777,0.00491777,0.11773212,0.11773212,0.041771,0.041771,0.041771,5.5605,0.5186,0.5186,17721,186.2,3312224,0.000974,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#8: -rank(sum(open,5)*sum(returns,5)-delay(sum(open,5)*sum(returns,5),10)); panel rank semantics preserved",open|close,15,"WorldQuant 101 Alpha#8: -rank(sum(open,5)*sum(returns,5)-delay(sum(open,5)*sum(returns,5),10)); panel rank semantics preserved",0.00024911,0.00084439,-0.00059529,-1.9414,0.5022,0.00216574,-0.06998205,0.00750234,-0.0188791,0.44,25,per_bar_mean_x_bars_per_year
wq101_alpha10,wq101,conditional,1h,0.01190215,0.01190215,0.11071098,0.11071098,0.107507,0.107507,0.107507,14.3436,0.5486,0.5486,17801,186.2,3315183,8.1e-05,False,DIRECTION_UNKNOWN,WorldQuant 101 Alpha#10: rank(conditional signed close delta over rolling four-bar delta extrema),close,5,WorldQuant 101 Alpha#10: rank(conditional signed close delta over rolling four-bar delta extrema),1.661e-05,5.5e-07,1.605e-05,0.5448,0.5081,0.00020964,0.19649959,0.00072621,-0.00067478,0.6,25,per_bar_mean_x_bars_per_year
wq101_alpha10,wq101,conditional,4h,0.01016395,0.01016395,0.11252171,0.11252171,0.090329,0.090329,0.090329,12.051,0.5383,0.5383,17799,186.2,3315183,8.1e-05,False,DIRECTION_UNKNOWN,WorldQuant 101 Alpha#10: rank(conditional signed close delta over rolling four-bar delta extrema),close,5,WorldQuant 101 Alpha#10: rank(conditional signed close delta over rolling four-bar delta extrema),1.7e-05,-5.176e-05,6.876e-05,1.1554,0.51,0.0002729,0.18673353,0.00094534,-0.00065233,0.6,25,per_bar_mean_x_bars_per_year
wq101_alpha10,wq101,conditional,24h,0.00329803,0.00329803,0.11401414,0.11401414,0.028927,0.028927,0.028927,3.857,0.5114,0.5114,17779,186.2,3315183,8.1e-05,False,DIRECTION_UNKNOWN,WorldQuant 101 Alpha#10: rank(conditional signed close delta over rolling four-bar delta extrema),close,5,WorldQuant 101 Alpha#10: rank(conditional signed close delta over rolling four-bar delta extrema),0.00010668,0.00010744,-7.6e-07,-0.005,0.498,0.00062233,-0.00573101,0.0021558,-0.00374778,0.48,25,per_bar_mean_x_bars_per_year
wq101_alpha10,wq101,conditional,72h,0.00102107,0.00102107,0.11217109,0.11217109,0.009103,0.009103,0.009103,1.2121,0.5043,0.5043,17731,186.2,3315183,8.1e-05,False,DIRECTION_UNKNOWN,WorldQuant 101 Alpha#10: rank(conditional signed close delta over rolling four-bar delta extrema),close,5,WorldQuant 101 Alpha#10: rank(conditional signed close delta over rolling four-bar delta extrema),0.00022044,0.0002581,-3.766e-05,-0.1289,0.4946,0.00149817,-0.01216316,0.0051898,-0.0092404,0.32,25,per_bar_mean_x_bars_per_year
wq101_alpha11,wq101,conditional,1h,0.0058834,0.0058834,0.11949147,0.11949147,0.049237,0.049237,0.049237,6.569,0.5212,0.5212,17800,185.7,3306162,0.002802,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#11: (rank(ts_max(vwap-close,3))+rank(ts_min(vwap-close,3)))*rank(delta(volume,3))",close|volume|quote_volume,4,"WorldQuant 101 Alpha#11: (rank(ts_max(vwap-close,3))+rank(ts_min(vwap-close,3)))*rank(delta(volume,3))",3.587e-05,-2.633e-05,6.22e-05,2.0123,0.503,0.00019569,0.52539735,0.00067788,-0.0003901,0.64,25,per_bar_mean_x_bars_per_year
wq101_alpha11,wq101,conditional,4h,0.00359049,0.00359049,0.12063981,0.12063981,0.029762,0.029762,0.029762,3.9705,0.5187,0.5187,17798,185.7,3306162,0.002802,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#11: (rank(ts_max(vwap-close,3))+rank(ts_min(vwap-close,3)))*rank(delta(volume,3))",close|volume|quote_volume,4,"WorldQuant 101 Alpha#11: (rank(ts_max(vwap-close,3))+rank(ts_min(vwap-close,3)))*rank(delta(volume,3))",-1.18e-05,1.971e-05,-3.151e-05,-0.5079,0.4976,0.0003968,-0.09725038,0.00137457,-0.00205973,0.56,25,per_bar_mean_x_bars_per_year
wq101_alpha11,wq101,conditional,24h,0.00709056,0.00709056,0.12243524,0.12243524,0.057913,0.057913,0.057913,7.7217,0.5283,0.5283,17778,185.7,3306162,0.002802,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#11: (rank(ts_max(vwap-close,3))+rank(ts_min(vwap-close,3)))*rank(delta(volume,3))",close|volume|quote_volume,4,"WorldQuant 101 Alpha#11: (rank(ts_max(vwap-close,3))+rank(ts_min(vwap-close,3)))*rank(delta(volume,3))",-9.83e-05,9.697e-05,-0.00019527,-1.2258,0.4999,0.00101551,-0.07013391,0.00351784,-0.00751156,0.48,25,per_bar_mean_x_bars_per_year
wq101_alpha11,wq101,conditional,72h,0.00587473,0.00587473,0.12109352,0.12109352,0.048514,0.048514,0.048514,6.4598,0.5188,0.5188,17730,185.7,3306162,0.002802,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#11: (rank(ts_max(vwap-close,3))+rank(ts_min(vwap-close,3)))*rank(delta(volume,3))",close|volume|quote_volume,4,"WorldQuant 101 Alpha#11: (rank(ts_max(vwap-close,3))+rank(ts_min(vwap-close,3)))*rank(delta(volume,3))",-0.00037583,4.092e-05,-0.00041674,-1.3592,0.4935,0.00266916,-0.05969475,0.00924625,-0.01874195,0.48,25,per_bar_mean_x_bars_per_year
wq101_alpha13,wq101,conditional,1h,0.00951073,0.00951073,0.08438004,0.08438004,0.112713,0.112713,0.112713,15.0386,0.549,0.549,17802,186.2,3315183,8.1e-05,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#13: -rank(covariance(rank(close), rank(volume), 5)); panel rank semantics preserved",close|volume,5,"WorldQuant 101 Alpha#13: -rank(covariance(rank(close), rank(volume), 5)); panel rank semantics preserved",2.183e-05,-3.267e-05,5.45e-05,2.0381,0.5053,0.00015124,0.45449819,0.00052391,-0.00034245,0.64,25,per_bar_mean_x_bars_per_year
wq101_alpha13,wq101,conditional,4h,0.01309653,0.01309653,0.08417222,0.08417222,0.155592,0.155592,0.155592,20.7586,0.5672,0.5672,17800,186.2,3315183,8.1e-05,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#13: -rank(covariance(rank(close), rank(volume), 5)); panel rank semantics preserved",close|volume,5,"WorldQuant 101 Alpha#13: -rank(covariance(rank(close), rank(volume), 5)); panel rank semantics preserved",2.839e-05,2.4e-06,2.599e-05,0.4778,0.5102,0.00049395,0.07484927,0.00171109,-0.00266411,0.56,25,per_bar_mean_x_bars_per_year
wq101_alpha13,wq101,conditional,24h,0.01724056,0.01724056,0.0839512,0.0839512,0.205364,0.205364,0.205364,27.3836,0.589,0.589,17780,186.2,3315183,8.1e-05,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#13: -rank(covariance(rank(close), rank(volume), 5)); panel rank semantics preserved",close|volume,5,"WorldQuant 101 Alpha#13: -rank(covariance(rank(close), rank(volume), 5)); panel rank semantics preserved",5.36e-06,0.00018926,-0.00018391,-1.3154,0.5088,0.00145233,-0.05096308,0.00503101,-0.00935222,0.44,25,per_bar_mean_x_bars_per_year
wq101_alpha13,wq101,conditional,72h,0.01391483,0.01391483,0.08395318,0.08395318,0.165745,0.165745,0.165745,22.0709,0.5682,0.5682,17732,186.2,3315183,8.1e-05,False,DIRECTION_UNKNOWN,"WorldQuant 101 Alpha#13: -rank(covariance(rank(close), rank(volume), 5)); panel rank semantics preserved",close|volume,5,"WorldQuant 101 Alpha#13: -rank(covariance(rank(close), rank(volume), 5)); panel rank semantics preserved",-0.00018069,0.0009523,-0.00113298,-3.8817,0.4984,0.00443097,-0.10142406,0.01534934,-0.03161919,0.28,25,per_bar_mean_x_bars_per_year
